pair,effective_date,rate
GBP/EUR,2016-02-01 ,0.76100 
GBP/EUR,2016-02-02 ,0.75860 
GBP/EUR,2016-02-03 ,0.75330 
GBP/EUR,2016-02-04 ,0.76595 
GBP/EUR,2016-02-05 ,0.76975 
GBP/EUR,2016-02-08 ,0.77240 
GBP/EUR,2016-02-09 ,0.77945 
GBP/EUR,2016-02-10 ,0.77328 
GBP/EUR,2016-02-11 ,0.78740 
GBP/EUR,2016-02-12 ,0.77735 
GBP/EUR,2016-02-15 ,0.77200 
GBP/EUR,2016-02-16 ,0.77580 
GBP/EUR,2016-02-17 ,0.77835 
GBP/EUR,2016-02-18 ,0.77143 
GBP/EUR,2016-02-19 ,0.77715 
GBP/EUR,2016-02-22 ,0.78243 
GBP/EUR,2016-02-23 ,0.77985 
GBP/EUR,2016-02-24 ,0.78935 
GBP/EUR,2016-02-25 ,0.78920 
GBP/EUR,2016-02-26 ,0.78745 
GBP/EUR,2016-02-29 ,0.78580 
GBP/EUR,2016-03-01 ,0.77800 
GBP/EUR,2016-03-02 ,0.77410 
GBP/EUR,2016-03-03 ,0.77435 
GBP/EUR,2016-03-04 ,0.77483 
GBP/EUR,2016-03-07 ,0.77438 
GBP/EUR,2016-03-08 ,0.77608 
GBP/EUR,2016-03-09 ,0.77135 
GBP/EUR,2016-03-10 ,0.76728 
GBP/EUR,2016-03-11 ,0.77595 
GBP/EUR,2016-03-14 ,0.77428 
GBP/EUR,2016-03-15 ,0.78358 
GBP/EUR,2016-03-16 ,0.78730 
GBP/EUR,2016-03-17 ,0.78218 
GBP/EUR,2016-03-18 ,0.77855 
GBP/EUR,2016-03-21 ,0.78303 
GBP/EUR,2016-03-22 ,0.78790 
GBP/EUR,2016-03-23 ,0.78985 
GBP/EUR,2016-03-24 ,0.78938 
GBP/EUR,2016-03-29 ,0.78450 
GBP/EUR,2016-03-30 ,0.78580 
GBP/EUR,2016-03-31 ,0.79155 
GBP/EUR,2016-04-01 ,0.79890 
GBP/EUR,2016-04-04 ,0.79738 
GBP/EUR,2016-04-05 ,0.80160 
GBP/EUR,2016-04-06 ,0.80808 
GBP/EUR,2016-04-07 ,0.80728 
GBP/EUR,2016-04-08 ,0.80730 
GBP/EUR,2016-04-11 ,0.80060 
GBP/EUR,2016-04-12 ,0.79840 
GBP/EUR,2016-04-13 ,0.79388 
GBP/EUR,2016-04-14 ,0.79560 
GBP/EUR,2016-04-15 ,0.79575 
GBP/EUR,2016-04-18 ,0.79780 
GBP/EUR,2016-04-19 ,0.78975 
GBP/EUR,2016-04-20 ,0.79100 
GBP/EUR,2016-04-21 ,0.78693 
GBP/EUR,2016-04-22 ,0.78335 
GBP/EUR,2016-04-25 ,0.77640 
GBP/EUR,2016-04-26 ,0.77483 
GBP/EUR,2016-04-27 ,0.77475 
GBP/EUR,2016-04-28 ,0.77838 
GBP/EUR,2016-04-29 ,0.78025 
GBP/EUR,2016-05-02 ,0.78248 
GBP/EUR,2016-05-03 ,0.79103 
GBP/EUR,2016-05-04 ,0.79284 
GBP/EUR,2016-05-05 ,0.78860 
GBP/EUR,2016-05-06 ,0.78850 
GBP/EUR,2016-05-09 ,0.78998 
GBP/EUR,2016-05-10 ,0.78760 
GBP/EUR,2016-05-11 ,0.78958 
GBP/EUR,2016-05-12 ,0.78888 
GBP/EUR,2016-05-13 ,0.78758 
GBP/EUR,2016-05-16 ,0.78800 
GBP/EUR,2016-05-17 ,0.78150 
GBP/EUR,2016-05-18 ,0.77485 
GBP/EUR,2016-05-19 ,0.76585 
GBP/EUR,2016-05-20 ,0.77008 
GBP/EUR,2016-05-23 ,0.77443 
GBP/EUR,2016-05-24 ,0.76513 
GBP/EUR,2016-05-25 ,0.75925 
GBP/EUR,2016-05-26 ,0.75970 
GBP/EUR,2016-05-27 ,0.76245 
GBP/EUR,2016-05-30 ,0.76125 
GBP/EUR,2016-05-31 ,0.76185 
GBP/EUR,2016-06-01 ,0.77358 
GBP/EUR,2016-06-02 ,0.77335 
GBP/EUR,2016-06-03 ,0.77285 
GBP/EUR,2016-06-06 ,0.78720 
GBP/EUR,2016-06-07 ,0.77880 
GBP/EUR,2016-06-08 ,0.78048 
GBP/EUR,2016-06-09 ,0.78438 
GBP/EUR,2016-06-10 ,0.78480 
GBP/EUR,2016-06-13 ,0.79515 
GBP/EUR,2016-06-14 ,0.79478 
GBP/EUR,2016-06-15 ,0.79158 
GBP/EUR,2016-06-16 ,0.79033 
GBP/EUR,2016-06-17 ,0.78770 
GBP/EUR,2016-06-20 ,0.77375 
GBP/EUR,2016-06-21 ,0.76755 
GBP/EUR,2016-06-22 ,0.76793 
GBP/EUR,2016-06-23 ,0.76595 
GBP/EUR,2016-06-24 ,0.80750 
GBP/EUR,2016-06-27 ,0.83400 
GBP/EUR,2016-06-28 ,0.82720 
GBP/EUR,2016-06-29 ,0.82550 
GBP/EUR,2016-06-30 ,0.82650 
GBP/EUR,2016-07-01 ,0.83830 
GBP/EUR,2016-07-04 ,0.83905 
GBP/EUR,2016-07-05 ,0.84997 
GBP/EUR,2016-07-06 ,0.85300 
GBP/EUR,2016-07-07 ,0.85085 
GBP/EUR,2016-07-08 ,0.85243 
GBP/EUR,2016-07-11 ,0.85097 
GBP/EUR,2016-07-12 ,0.84275 
GBP/EUR,2016-07-13 ,0.83398 
GBP/EUR,2016-07-14 ,0.83311 
GBP/EUR,2016-07-15 ,0.83275 
GBP/EUR,2016-07-18 ,0.83372 
GBP/EUR,2016-07-19 ,0.83950 
GBP/EUR,2016-07-20 ,0.83605 
GBP/EUR,2016-07-21 ,0.83595 
GBP/EUR,2016-07-22 ,0.84108 
GBP/EUR,2016-07-25 ,0.83670 
GBP/EUR,2016-07-26 ,0.83710 
GBP/EUR,2016-07-27 ,0.83875 
GBP/EUR,2016-07-28 ,0.84220 
GBP/EUR,2016-07-29 ,0.84400 
GBP/EUR,2016-08-01 ,0.84540 
GBP/EUR,2016-08-02 ,0.84310 
GBP/EUR,2016-08-03 ,0.83910 
GBP/EUR,2016-08-04 ,0.84603 
GBP/EUR,2016-08-05 ,0.84810 
GBP/EUR,2016-08-08 ,0.84955 
GBP/EUR,2016-08-09 ,0.85399 
GBP/EUR,2016-08-10 ,0.85541 
GBP/EUR,2016-08-11 ,0.86038 
GBP/EUR,2016-08-12 ,0.86050 
GBP/EUR,2016-08-15 ,0.86677 
GBP/EUR,2016-08-16 ,0.87060 
GBP/EUR,2016-08-17 ,0.86640 
GBP/EUR,2016-08-18 ,0.86073 
GBP/EUR,2016-08-19 ,0.86537 
GBP/EUR,2016-08-22 ,0.86240 
GBP/EUR,2016-08-23 ,0.85995 
GBP/EUR,2016-08-24 ,0.85130 
GBP/EUR,2016-08-25 ,0.85570 
GBP/EUR,2016-08-26 ,0.85450 
GBP/EUR,2016-08-29 ,0.85476 
GBP/EUR,2016-08-30 ,0.85170 
GBP/EUR,2016-08-31 ,0.84806 
GBP/EUR,2016-09-01 ,0.84050 
GBP/EUR,2016-09-02 ,0.84260 
GBP/EUR,2016-09-05 ,0.83643 
GBP/EUR,2016-09-06 ,0.83535 
GBP/EUR,2016-09-07 ,0.83968 
GBP/EUR,2016-09-08 ,0.84560 
GBP/EUR,2016-09-09 ,0.84558 
GBP/EUR,2016-09-12 ,0.84475 
GBP/EUR,2016-09-13 ,0.84763 
GBP/EUR,2016-09-14 ,0.85078 
GBP/EUR,2016-09-15 ,0.85198 
GBP/EUR,2016-09-16 ,0.85203 
GBP/EUR,2016-09-19 ,0.85500 
GBP/EUR,2016-09-20 ,0.86213 
GBP/EUR,2016-09-21 ,0.85693 
GBP/EUR,2016-09-22 ,0.85925 
GBP/EUR,2016-09-23 ,0.86435 
GBP/EUR,2016-09-26 ,0.87090 
GBP/EUR,2016-09-27 ,0.86413 
GBP/EUR,2016-09-28 ,0.86208 
GBP/EUR,2016-09-29 ,0.86138 
GBP/EUR,2016-09-30 ,0.86103 
GBP/EUR,2016-10-03 ,0.87318 
GBP/EUR,2016-10-04 ,0.87540 
GBP/EUR,2016-10-05 ,0.88155 
GBP/EUR,2016-10-06 ,0.88323 
GBP/EUR,2016-10-07 ,0.90353 
GBP/EUR,2016-10-10 ,0.90070 
GBP/EUR,2016-10-11 ,0.90233 
GBP/EUR,2016-10-12 ,0.89990 
GBP/EUR,2016-10-13 ,0.90430 
GBP/EUR,2016-10-14 ,0.89910 
GBP/EUR,2016-10-17 ,0.90485 
GBP/EUR,2016-10-18 ,0.89565 
GBP/EUR,2016-10-19 ,0.89338 
GBP/EUR,2016-10-20 ,0.89568 
GBP/EUR,2016-10-21 ,0.89320 
GBP/EUR,2016-10-24 ,0.89015 
GBP/EUR,2016-10-25 ,0.88998 
GBP/EUR,2016-10-26 ,0.89465 
GBP/EUR,2016-10-27 ,0.89158 
GBP/EUR,2016-10-28 ,0.89905 
GBP/EUR,2016-10-31 ,0.90050 
GBP/EUR,2016-11-01 ,0.90173 
GBP/EUR,2016-11-02 ,0.90063 
GBP/EUR,2016-11-03 ,0.88658 
GBP/EUR,2016-11-04 ,0.88808 
GBP/EUR,2016-11-07 ,0.89040 
GBP/EUR,2016-11-08 ,0.89088 
GBP/EUR,2016-11-09 ,0.89030 
GBP/EUR,2016-11-10 ,0.87785 
GBP/EUR,2016-11-11 ,0.86133 
GBP/EUR,2016-11-14 ,0.85985 
GBP/EUR,2016-11-15 ,0.86638 
GBP/EUR,2016-11-16 ,0.86110 
GBP/EUR,2016-11-17 ,0.86055 
GBP/EUR,2016-11-18 ,0.86218 
GBP/EUR,2016-11-21 ,0.85725 
GBP/EUR,2016-11-22 ,0.85423 
GBP/EUR,2016-11-23 ,0.85393 
GBP/EUR,2016-11-24 ,0.84800 
GBP/EUR,2016-11-25 ,0.85182 
GBP/EUR,2016-11-28 ,0.85303 
GBP/EUR,2016-11-29 ,0.84815 
GBP/EUR,2016-11-30 ,0.85250 
GBP/EUR,2016-12-01 ,0.84098 
GBP/EUR,2016-12-02 ,0.84303 
GBP/EUR,2016-12-05 ,0.84168 
GBP/EUR,2016-12-06 ,0.84210 
GBP/EUR,2016-12-07 ,0.85095 
GBP/EUR,2016-12-08 ,0.84995 
GBP/EUR,2016-12-09 ,0.83935 
GBP/EUR,2016-12-12 ,0.83900 
GBP/EUR,2016-12-13 ,0.83488 
GBP/EUR,2016-12-14 ,0.83963 
GBP/EUR,2016-12-15 ,0.83598 
GBP/EUR,2016-12-16 ,0.83890 
GBP/EUR,2016-12-19 ,0.84140 
GBP/EUR,2016-12-20 ,0.83978 
GBP/EUR,2016-12-21 ,0.84240 
GBP/EUR,2016-12-22 ,0.84645 
GBP/EUR,2016-12-23 ,0.85278 
GBP/EUR,2016-12-27 ,0.85300 
GBP/EUR,2016-12-28 ,0.85128 
GBP/EUR,2016-12-29 ,0.85300 
GBP/EUR,2016-12-30 ,0.85618 
GBP/EUR,2017-01-02 ,0.85140 
GBP/EUR,2017-01-03 ,0.84565 
GBP/EUR,2017-01-04 ,0.84945 
GBP/EUR,2017-01-05 ,0.85440 
GBP/EUR,2017-01-06 ,0.85648 
GBP/EUR,2017-01-09 ,0.86660 
GBP/EUR,2017-01-10 ,0.86940 
GBP/EUR,2017-01-11 ,0.86725 
GBP/EUR,2017-01-12 ,0.86843 
GBP/EUR,2017-01-13 ,0.87548 
GBP/EUR,2017-01-16 ,0.87808 
GBP/EUR,2017-01-17 ,0.86790 
GBP/EUR,2017-01-18 ,0.86833 
GBP/EUR,2017-01-19 ,0.86555 
GBP/EUR,2017-01-20 ,0.86595 
GBP/EUR,2017-01-23 ,0.86148 
GBP/EUR,2017-01-24 ,0.86350 
GBP/EUR,2017-01-25 ,0.85323 
GBP/EUR,2017-01-26 ,0.85143 
GBP/EUR,2017-01-27 ,0.85170 
GBP/EUR,2017-01-30 ,0.84935 
GBP/EUR,2017-01-31 ,0.86105 
GBP/EUR,2017-02-01 ,0.85418 
GBP/EUR,2017-02-02 ,0.86068 
GBP/EUR,2017-02-03 ,0.86013 
GBP/EUR,2017-02-06 ,0.85950 
GBP/EUR,2017-02-07 ,0.86330 
GBP/EUR,2017-02-08 ,0.85315 
GBP/EUR,2017-02-09 ,0.85090 
GBP/EUR,2017-02-10 ,0.85290 
GBP/EUR,2017-02-13 ,0.84890 
GBP/EUR,2017-02-14 ,0.85098 
GBP/EUR,2017-02-15 ,0.84998 
GBP/EUR,2017-02-16 ,0.85110 
GBP/EUR,2017-02-17 ,0.85720 
GBP/EUR,2017-02-20 ,0.85145 
GBP/EUR,2017-02-21 ,0.84860 
GBP/EUR,2017-02-22 ,0.84450 
GBP/EUR,2017-02-23 ,0.84628 
GBP/EUR,2017-02-24 ,0.84503 
GBP/EUR,2017-02-27 ,0.85280 
GBP/EUR,2017-02-28 ,0.85305 
GBP/EUR,2017-03-01 ,0.85550 
GBP/EUR,2017-03-02 ,0.85560 
GBP/EUR,2017-03-03 ,0.86355 
GBP/EUR,2017-03-06 ,0.86300 
GBP/EUR,2017-03-07 ,0.86710 
GBP/EUR,2017-03-08 ,0.86753 
GBP/EUR,2017-03-09 ,0.86653 
GBP/EUR,2017-03-10 ,0.87250 
GBP/EUR,2017-03-13 ,0.87258 
GBP/EUR,2017-03-14 ,0.87563 
GBP/EUR,2017-03-15 ,0.87073 
GBP/EUR,2017-03-16 ,0.86810 
GBP/EUR,2017-03-17 ,0.86868 
GBP/EUR,2017-03-20 ,0.86793 
GBP/EUR,2017-03-21 ,0.86753 
GBP/EUR,2017-03-22 ,0.86790 
GBP/EUR,2017-03-23 ,0.86273 
GBP/EUR,2017-03-24 ,0.86600 
GBP/EUR,2017-03-27 ,0.86403 
GBP/EUR,2017-03-28 ,0.86455 
GBP/EUR,2017-03-29 ,0.86385 
GBP/EUR,2017-03-30 ,0.86180 
GBP/EUR,2017-03-31 ,0.85553 
GBP/EUR,2017-04-03 ,0.85260 
GBP/EUR,2017-04-04 ,0.85623 
GBP/EUR,2017-04-05 ,0.85510 
GBP/EUR,2017-04-06 ,0.85590 
GBP/EUR,2017-04-07 ,0.85573 
GBP/EUR,2017-04-10 ,0.85335 
GBP/EUR,2017-04-11 ,0.85330 
GBP/EUR,2017-04-12 ,0.84840 
GBP/EUR,2017-04-13 ,0.84763 
GBP/EUR,2017-04-18 ,0.84375 
GBP/EUR,2017-04-19 ,0.83430 
GBP/EUR,2017-04-20 ,0.83920 
GBP/EUR,2017-04-21 ,0.83720 
GBP/EUR,2017-04-24 ,0.84830 
GBP/EUR,2017-04-25 ,0.84928 
GBP/EUR,2017-04-26 ,0.84903 
GBP/EUR,2017-04-27 ,0.84420 
GBP/EUR,2017-04-28 ,0.84473 
GBP/EUR,2017-05-02 ,0.84520 
GBP/EUR,2017-05-03 ,0.84440 
GBP/EUR,2017-05-04 ,0.84765 
GBP/EUR,2017-05-05 ,0.84710 
GBP/EUR,2017-05-08 ,0.84465 
GBP/EUR,2017-05-09 ,0.84300 
GBP/EUR,2017-05-10 ,0.83985 
GBP/EUR,2017-05-11 ,0.84485 
GBP/EUR,2017-05-12 ,0.84588 
GBP/EUR,2017-05-15 ,0.84928 
GBP/EUR,2017-05-16 ,0.85868 
GBP/EUR,2017-05-17 ,0.85745 
GBP/EUR,2017-05-18 ,0.85363 
GBP/EUR,2017-05-19 ,0.85908 
GBP/EUR,2017-05-22 ,0.86353 
GBP/EUR,2017-05-23 ,0.86463 
GBP/EUR,2017-05-24 ,0.86340 
GBP/EUR,2017-05-25 ,0.86528 
GBP/EUR,2017-05-26 ,0.87190 
GBP/EUR,2017-05-29 ,0.87093 
GBP/EUR,2017-05-30 ,0.86793 
GBP/EUR,2017-05-31 ,0.87365 
GBP/EUR,2017-06-01 ,0.87230 
GBP/EUR,2017-06-02 ,0.87268 
GBP/EUR,2017-06-05 ,0.87130 
GBP/EUR,2017-06-06 ,0.87230 
GBP/EUR,2017-06-07 ,0.86908 
GBP/EUR,2017-06-08 ,0.86755 
GBP/EUR,2017-06-09 ,0.87638 
GBP/EUR,2017-06-12 ,0.88545 
GBP/EUR,2017-06-13 ,0.88075 
GBP/EUR,2017-06-14 ,0.87960 
GBP/EUR,2017-06-15 ,0.87640 
GBP/EUR,2017-06-16 ,0.87453 
GBP/EUR,2017-06-19 ,0.87518 
GBP/EUR,2017-06-20 ,0.88143 
GBP/EUR,2017-06-21 ,0.87810 
GBP/EUR,2017-06-22 ,0.88168 
GBP/EUR,2017-06-23 ,0.87805 
GBP/EUR,2017-06-26 ,0.87830 
GBP/EUR,2017-06-27 ,0.88370 
GBP/EUR,2017-06-28 ,0.88525 
GBP/EUR,2017-06-29 ,0.87990 
GBP/EUR,2017-06-30 ,0.87933 
GBP/EUR,2017-07-03 ,0.87705 
GBP/EUR,2017-07-04 ,0.87805 
GBP/EUR,2017-07-05 ,0.87735 
GBP/EUR,2017-07-06 ,0.88013 
GBP/EUR,2017-07-07 ,0.88488 
GBP/EUR,2017-07-10 ,0.88443 
GBP/EUR,2017-07-11 ,0.88318 
GBP/EUR,2017-07-12 ,0.88925 
GBP/EUR,2017-07-13 ,0.88215 
GBP/EUR,2017-07-14 ,0.87983 
GBP/EUR,2017-07-17 ,0.87755 
GBP/EUR,2017-07-18 ,0.88780 
GBP/EUR,2017-07-19 ,0.88485 
GBP/EUR,2017-07-20 ,0.88718 
GBP/EUR,2017-07-21 ,0.89610 
GBP/EUR,2017-07-24 ,0.89350 
GBP/EUR,2017-07-25 ,0.89395 
GBP/EUR,2017-07-26 ,0.89275 
GBP/EUR,2017-07-27 ,0.88978 
GBP/EUR,2017-07-28 ,0.89568 
GBP/EUR,2017-07-31 ,0.89420 
GBP/EUR,2017-08-01 ,0.89440 
GBP/EUR,2017-08-02 ,0.89425 
GBP/EUR,2017-08-03 ,0.90318 
GBP/EUR,2017-08-04 ,0.90280 
GBP/EUR,2017-08-07 ,0.90435 
GBP/EUR,2017-08-08 ,0.90678 
GBP/EUR,2017-08-09 ,0.90338 
GBP/EUR,2017-08-10 ,0.90303 
GBP/EUR,2017-08-11 ,0.90645 
GBP/EUR,2017-08-14 ,0.90935 
GBP/EUR,2017-08-15 ,0.91145 
GBP/EUR,2017-08-16 ,0.90993 
GBP/EUR,2017-08-17 ,0.90895 
GBP/EUR,2017-08-18 ,0.91188 
GBP/EUR,2017-08-21 ,0.91318 
GBP/EUR,2017-08-22 ,0.91713 
GBP/EUR,2017-08-23 ,0.92133 
GBP/EUR,2017-08-24 ,0.92000 
GBP/EUR,2017-08-25 ,0.92083 
GBP/EUR,2017-08-28 ,0.92328 
GBP/EUR,2017-08-29 ,0.92965 
GBP/EUR,2017-08-30 ,0.92246 
GBP/EUR,2017-08-31 ,0.91973 
GBP/EUR,2017-09-01 ,0.92075 
GBP/EUR,2017-09-04 ,0.91855 
GBP/EUR,2017-09-05 ,0.91740 
GBP/EUR,2017-09-06 ,0.91428 
GBP/EUR,2017-09-07 ,0.91403 
GBP/EUR,2017-09-08 ,0.91268 
GBP/EUR,2017-09-11 ,0.90775 
GBP/EUR,2017-09-12 ,0.89878 
GBP/EUR,2017-09-13 ,0.90243 
GBP/EUR,2017-09-14 ,0.89123 
GBP/EUR,2017-09-15 ,0.88043 
GBP/EUR,2017-09-18 ,0.88253 
GBP/EUR,2017-09-19 ,0.88622 
GBP/EUR,2017-09-20 ,0.88680 
GBP/EUR,2017-09-21 ,0.88240 
GBP/EUR,2017-09-22 ,0.88155 
GBP/EUR,2017-09-25 ,0.87938 
GBP/EUR,2017-09-26 ,0.87775 
GBP/EUR,2017-09-27 ,0.87565 
GBP/EUR,2017-09-28 ,0.87635 
GBP/EUR,2017-09-29 ,0.88178 
GBP/EUR,2017-10-02 ,0.88418 
GBP/EUR,2017-10-03 ,0.88793 
GBP/EUR,2017-10-04 ,0.88768 
GBP/EUR,2017-10-05 ,0.89153 
GBP/EUR,2017-10-06 ,0.89535 
GBP/EUR,2017-10-09 ,0.89195 
GBP/EUR,2017-10-10 ,0.89410 
GBP/EUR,2017-10-11 ,0.89710 
GBP/EUR,2017-10-12 ,0.90235 
GBP/EUR,2017-10-13 ,0.88980 
GBP/EUR,2017-10-16 ,0.88753 
GBP/EUR,2017-10-17 ,0.89148 
GBP/EUR,2017-10-18 ,0.89283 
GBP/EUR,2017-10-19 ,0.89815 
GBP/EUR,2017-10-20 ,0.89623 
GBP/EUR,2017-10-23 ,0.89090 
GBP/EUR,2017-10-24 ,0.89303 
GBP/EUR,2017-10-25 ,0.88883 
GBP/EUR,2017-10-26 ,0.89010 
GBP/EUR,2017-10-27 ,0.88633 
GBP/EUR,2017-10-30 ,0.87980 
GBP/EUR,2017-10-31 ,0.87853 
GBP/EUR,2017-11-01 ,0.87385 
GBP/EUR,2017-11-02 ,0.88690 
GBP/EUR,2017-11-03 ,0.88923 
GBP/EUR,2017-11-06 ,0.88390 
GBP/EUR,2017-11-07 ,0.88038 
GBP/EUR,2017-11-08 ,0.88405 
GBP/EUR,2017-11-09 ,0.88633 
GBP/EUR,2017-11-10 ,0.88370 
GBP/EUR,2017-11-13 ,0.89018 
GBP/EUR,2017-11-14 ,0.89585 
GBP/EUR,2017-11-15 ,0.89910 
GBP/EUR,2017-11-16 ,0.89183 
GBP/EUR,2017-11-17 ,0.89385 
GBP/EUR,2017-11-20 ,0.88940 
GBP/EUR,2017-11-21 ,0.88498 
GBP/EUR,2017-11-22 ,0.88810 
GBP/EUR,2017-11-23 ,0.89005 
GBP/EUR,2017-11-24 ,0.89120 
GBP/EUR,2017-11-27 ,0.89375 
GBP/EUR,2017-11-28 ,0.89538 
GBP/EUR,2017-11-29 ,0.88293 
GBP/EUR,2017-11-30 ,0.87985 
GBP/EUR,2017-12-01 ,0.88115 
GBP/EUR,2017-12-04 ,0.87725 
GBP/EUR,2017-12-05 ,0.88183 
GBP/EUR,2017-12-06 ,0.88335 
GBP/EUR,2017-12-07 ,0.88068 
GBP/EUR,2017-12-08 ,0.87525 
GBP/EUR,2017-12-11 ,0.88250 
GBP/EUR,2017-12-12 ,0.88068 
GBP/EUR,2017-12-13 ,0.87905 
GBP/EUR,2017-12-14 ,0.88163 
GBP/EUR,2017-12-15 ,0.88253 
GBP/EUR,2017-12-18 ,0.88208 
GBP/EUR,2017-12-19 ,0.88500 
GBP/EUR,2017-12-20 ,0.88320 
GBP/EUR,2017-12-21 ,0.88763 
GBP/EUR,2017-12-22 ,0.88568 
GBP/EUR,2017-12-27 ,0.88593 
GBP/EUR,2017-12-28 ,0.88768 
GBP/EUR,2017-12-29 ,0.88723 
GBP/EUR,2018-01-02 ,0.88953 
GBP/EUR,2018-01-03 ,0.88640 
GBP/EUR,2018-01-04 ,0.89103 
GBP/EUR,2018-01-05 ,0.88883 
GBP/EUR,2018-01-08 ,0.88413 
GBP/EUR,2018-01-09 ,0.88270 
GBP/EUR,2018-01-10 ,0.88670 
GBP/EUR,2018-01-11 ,0.89075 
GBP/EUR,2018-01-12 ,0.88983 
GBP/EUR,2018-01-15 ,0.89043 
GBP/EUR,2018-01-16 ,0.88860 
GBP/EUR,2018-01-17 ,0.88568 
GBP/EUR,2018-01-18 ,0.88208 
GBP/EUR,2018-01-19 ,0.88365 
GBP/EUR,2018-01-22 ,0.88085 
GBP/EUR,2018-01-23 ,0.87830 
GBP/EUR,2018-01-24 ,0.87183 
GBP/EUR,2018-01-25 ,0.87038 
GBP/EUR,2018-01-26 ,0.87335 
GBP/EUR,2018-01-29 ,0.87940 
GBP/EUR,2018-01-30 ,0.87930 
GBP/EUR,2018-01-31 ,0.87910 
GBP/EUR,2018-02-01 ,0.87520 
GBP/EUR,2018-02-02 ,0.87850 
GBP/EUR,2018-02-05 ,0.88568 
GBP/EUR,2018-02-06 ,0.88885 
GBP/EUR,2018-02-07 ,0.88675 
GBP/EUR,2018-02-08 ,0.87513 
GBP/EUR,2018-02-09 ,0.88740 
GBP/EUR,2018-02-12 ,0.88600 
GBP/EUR,2018-02-13 ,0.88935 
GBP/EUR,2018-02-14 ,0.89040 
GBP/EUR,2018-02-15 ,0.88660 
GBP/EUR,2018-02-16 ,0.88803 
GBP/EUR,2018-02-19 ,0.88590 
GBP/EUR,2018-02-20 ,0.88168 
GBP/EUR,2018-02-21 ,0.88463 
GBP/EUR,2018-02-22 ,0.88343 
GBP/EUR,2018-02-23 ,0.87940 
GBP/EUR,2018-02-26 ,0.87820 
GBP/EUR,2018-02-27 ,0.88400 
GBP/EUR,2018-02-28 ,0.88415 
GBP/EUR,2018-03-01 ,0.88520 
GBP/EUR,2018-03-02 ,0.89320 
GBP/EUR,2018-03-05 ,0.89070 
GBP/EUR,2018-03-06 ,0.89165 
GBP/EUR,2018-03-07 ,0.89513 
GBP/EUR,2018-03-08 ,0.89465 
GBP/EUR,2018-03-09 ,0.88893 
GBP/EUR,2018-03-12 ,0.88590 
GBP/EUR,2018-03-13 ,0.88650 
GBP/EUR,2018-03-14 ,0.88630 
GBP/EUR,2018-03-15 ,0.88480 
GBP/EUR,2018-03-16 ,0.88253 
GBP/EUR,2018-03-19 ,0.87593 
GBP/EUR,2018-03-20 ,0.87715 
GBP/EUR,2018-03-21 ,0.87403 
GBP/EUR,2018-03-22 ,0.87200 
GBP/EUR,2018-03-23 ,0.87285 
GBP/EUR,2018-03-26 ,0.87248 
GBP/EUR,2018-03-27 ,0.87940 
GBP/EUR,2018-03-28 ,0.87605 
GBP/EUR,2018-03-29 ,0.87490 
GBP/EUR,2018-04-03 ,0.87523 
GBP/EUR,2018-04-04 ,0.87573 
GBP/EUR,2018-04-05 ,0.87395 
GBP/EUR,2018-04-06 ,0.87295 
GBP/EUR,2018-04-09 ,0.87088 
GBP/EUR,2018-04-10 ,0.87183 
GBP/EUR,2018-04-11 ,0.87360 
GBP/EUR,2018-04-12 ,0.86745 
GBP/EUR,2018-04-13 ,0.86400 
GBP/EUR,2018-04-16 ,0.86465 
GBP/EUR,2018-04-17 ,0.86280 
GBP/EUR,2018-04-18 ,0.87105 
GBP/EUR,2018-04-19 ,0.86975 
GBP/EUR,2018-04-20 ,0.87608 
GBP/EUR,2018-04-23 ,0.87640 
GBP/EUR,2018-04-24 ,0.87468 
GBP/EUR,2018-04-25 ,0.87380 
GBP/EUR,2018-04-26 ,0.87100 
GBP/EUR,2018-04-27 ,0.87700 
GBP/EUR,2018-04-30 ,0.87960 
GBP/EUR,2018-05-02 ,0.88040 
GBP/EUR,2018-05-03 ,0.88180 
GBP/EUR,2018-05-04 ,0.88235 
GBP/EUR,2018-05-07 ,0.88010 
GBP/EUR,2018-05-08 ,0.87930 
GBP/EUR,2018-05-09 ,0.87445 
GBP/EUR,2018-05-10 ,0.87810 
GBP/EUR,2018-05-11 ,0.88000 
GBP/EUR,2018-05-14 ,0.88240 
GBP/EUR,2018-05-15 ,0.87900 
GBP/EUR,2018-05-16 ,0.87418 
GBP/EUR,2018-05-17 ,0.87350 
GBP/EUR,2018-05-18 ,0.87325 
GBP/EUR,2018-05-21 ,0.87640 
GBP/EUR,2018-05-22 ,0.87688 
GBP/EUR,2018-05-23 ,0.87953 
GBP/EUR,2018-05-24 ,0.87475 
GBP/EUR,2018-05-25 ,0.87540 
GBP/EUR,2018-05-28 ,0.87465 
GBP/EUR,2018-05-29 ,0.87143 
GBP/EUR,2018-05-30 ,0.87500 
GBP/EUR,2018-05-31 ,0.87680 
GBP/EUR,2018-06-01 ,0.87680 
GBP/EUR,2018-06-04 ,0.87673 
GBP/EUR,2018-06-05 ,0.87390 
GBP/EUR,2018-06-06 ,0.87683 
GBP/EUR,2018-06-07 ,0.88123 
GBP/EUR,2018-06-08 ,0.87733 
GBP/EUR,2018-06-11 ,0.88180 
GBP/EUR,2018-06-12 ,0.88175 
GBP/EUR,2018-06-13 ,0.88210 
GBP/EUR,2018-06-14 ,0.87683 
GBP/EUR,2018-06-15 ,0.87320 
